party_id,month_date,net_flow,cumulative_net_flow
9e22a589-e861-5dc1-899e-680bd197a983,2022-05-01,533834.0,8699120.0
9e22a589-e861-5dc1-899e-680bd197a983,2022-06-01,497544.0,9196664.0
9e22a589-e861-5dc1-899e-680bd197a983,2022-07-01,677105.0,9873769.0
9e22a589-e861-5dc1-899e-680bd197a983,2022-08-01,425153.0,10298922.0
9e22a589-e861-5dc1-899e-680bd197a983,2022-09-01,396878.5,10695800.5
9e22a589-e861-5dc1-899e-680bd197a983,2022-10-01,227723.0,10923523.5
9e22a589-e861-5dc1-899e-680bd197a983,2022-11-01,771830.0,11695353.5
9e22a589-e861-5dc1-899e-680bd197a983,2022-12-01,284420.0,11979773.5
9e22a589-e861-5dc1-899e-680bd197a983,2023-01-01,108908.0,12088681.5
9e22a589-e861-5dc1-899e-680bd197a983,2023-03-01,109578.0,12198259.5
9e22a589-e861-5dc1-899e-680bd197a983,2023-04-01,137620.0,12335879.5
9e22a589-e861-5dc1-899e-680bd197a983,2023-05-01,234052.0,12569931.5
9e22a589-e861-5dc1-899e-680bd197a983,2023-06-01,328446.0,12898377.5
9e22a589-e861-5dc1-899e-680bd197a983,2023-07-01,74946.0,12973323.5
9e22a589-e861-5dc1-899e-680bd197a983,2023-08-01,366792.0,13340115.5
9e22a589-e861-5dc1-899e-680bd197a983,2023-09-01,1044635.0,14384750.5
9e22a589-e861-5dc1-899e-680bd197a983,2023-10-01,77480.0,14462230.5
9e22a589-e861-5dc1-899e-680bd197a983,2023-11-01,182657.0,14644887.5
9e22a589-e861-5dc1-899e-680bd197a983,2023-12-01,252035.0,14896922.5
9e22a589-e861-5dc1-899e-680bd197a983,2024-01-01,307046.0,15203968.5
9e22a589-e861-5dc1-899e-680bd197a983,2024-02-01,369674.5,15573643.0
9e22a589-e861-5dc1-899e-680bd197a983,2024-03-01,255689.0,15829332.0
9e22a589-e861-5dc1-899e-680bd197a983,2024-04-01,593322.0,16422654.0
9e22a589-e861-5dc1-899e-680bd197a983,2024-05-01,119154.0,16541808.0
9e22a589-e861-5dc1-899e-680bd197a983,2024-06-01,248889.5,16790697.5
9e22a589-e861-5dc1-899e-680bd197a983,2024-07-01,200940.0,16991637.5
9e22a589-e861-5dc1-899e-680bd197a983,2024-08-01,463048.0,17454685.5
9e22a589-e861-5dc1-899e-680bd197a983,2024-09-01,184853.0,17639538.5
9e22a589-e861-5dc1-899e-680bd197a983,2024-10-01,49322.0,17688860.5
9e22a589-e861-5dc1-899e-680bd197a983,2024-11-01,395864.5,18084725.0
9e22a589-e861-5dc1-899e-680bd197a983,2024-12-01,272869.0,18357594.0
9e22a589-e861-5dc1-899e-680bd197a983,2025-01-01,361882.0,18719476.0
9e22a589-e861-5dc1-899e-680bd197a983,2025-02-01,549791.0,19269267.0
9e22a589-e861-5dc1-899e-680bd197a983,2025-03-01,192586.0,19461853.0
9e22a589-e861-5dc1-899e-680bd197a983,2025-04-01,169580.0,19631433.0
9e22a589-e861-5dc1-899e-680bd197a983,2025-05-01,865275.0,20496708.0
9e22a589-e861-5dc1-899e-680bd197a983,2025-06-01,481371.0,20978079.0
9e22a589-e861-5dc1-899e-680bd197a983,2025-07-01,266438.0,21244517.0
9e22a589-e861-5dc1-899e-680bd197a983,2025-08-01,162083.29,21406600.29
9e22a589-e861-5dc1-899e-680bd197a983,2025-09-01,245344.61,21651944.9
9e22a589-e861-5dc1-899e-680bd197a983,2025-10-01,125000.88,21776945.78
9e22a589-e861-5dc1-899e-680bd197a983,2025-11-01,-126147.66,21650798.12
9e22a589-e861-5dc1-899e-680bd197a983,2025-12-01,79469.39,21730267.51
9e22a589-e861-5dc1-899e-680bd197a983,2026-01-01,-487377.64,21242889.87
9e22a589-e861-5dc1-899e-680bd197a983,2026-02-01,-219506.61,21023383.25
9e22a589-e861-5dc1-899e-680bd197a983,2026-03-01,-140636.71,20882746.55
9e22a589-e861-5dc1-899e-680bd197a983,2026-04-01,-606346.63,20276399.92
9e22a589-e861-5dc1-899e-680bd197a983,2026-05-01,-132389.45,20144010.47
9e22a589-e861-5dc1-899e-680bd197a983,2026-06-01,-543587.62,19600422.85
9e22a589-e861-5dc1-899e-680bd197a983,2026-07-01,-462145.26,19138277.59
9e22a589-e861-5dc1-899e-680bd197a983,2026-08-01,-754470.41,18383807.18
