party_id,institution_name,institution_id,account_id,product_family,holding_name,holding_key,unit_price,quantity,gross_amount,quantity_reported,gross_amount_reported,currency,reference_date,synced_at,data_quality_flags
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2023-06-11|2026-06-01,1003.08,266.503637,267324.47,179.477,180029.79,BRL,2026-08-20,2026-08-20 09:49:40,"[holding:matured, quantity_reported:stale]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,treasure_titles,Tesouro Educa+ 2031,Tesouro Educa+ 2031,2230.2661,113.63,253425.13,77.93,173804.73,BRL,2026-08-20,2026-08-20 09:49:40,"[investment_id:multiple, quantity_reported:stale]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,Nubank,00000000000001,495fc091-d764-5a72-8f9b-708ae74cbe45,bank_fixed_incomes,RDB,BRBANKRDB1A1|18236120000158|2026-01-30|2029-01-01,998.21,253.555047,253101.18,240.375,239944.73,BRL,2026-08-20,2026-08-20 10:29:53,[quantity_reported:stale]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,treasure_titles,Tesouro Renda+ 2044,Tesouro Renda+ 2044,1989.2837,125.3,249257.25,125.3,249257.25,BRL,2026-08-20,2026-08-20 09:49:40,[investment_id:multiple]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,Nubank,00000000000001,495fc091-d764-5a72-8f9b-708ae74cbe45,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2026-02-16|2029-02-01,1004.89,247.587,248797.7,247.587,248797.7,BRL,2026-08-20,2026-08-20 10:29:53,[]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB0A0|30680829000143|2023-06-19|2026-06-01,1001.3,243.499,243815.55,243.499,243815.55,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2022-12-03|2025-12-01,996.72,242.314,241519.21,242.314,241519.21,BRL,2026-08-20,2026-08-20 09:49:40,"[holding:matured, movements:incomplete]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,variable_incomes,NULL,1360914085186620,41.57,5715.0,237572.55,5715.0,237561.12,BRL,2026-08-20,2026-08-20 09:49:40,"[isin_code:missing, natural_key:missing, ticker:missing]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2022-07-11|2025-07-01,997.04,235.349,234652.37,235.349,234652.37,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2019-10-06|2022-10-01,1003.85,232.34,233234.51,232.34,233234.51,BRL,2026-08-20,2026-08-20 09:49:40,"[holding:matured, movements:incomplete]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,credit_fixed_incomes,OMEGA ENERGIA S.A.,BRCRASEC04A4|09149503000106|2030-06-15,991.59,228.91,226984.87,228.91,226984.41,BRL,2026-08-20,2026-08-20 09:49:40,[]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,Nubank,00000000000001,495fc091-d764-5a72-8f9b-708ae74cbe45,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2021-10-27|2024-10-01,1007.89,224.981,226756.1,224.981,226756.1,BRL,2026-08-20,2026-08-20 10:29:53,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCI,BRBANKLCI2A2|30306294000145|2023-04-16|2026-04-01,1009.09,221.398,223410.51,221.398,223410.51,BRL,2026-08-20,2026-08-20 09:49:40,"[holding:matured, movements:incomplete]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB0A0|30680829000143|2021-10-12|2024-10-01,997.15,221.059,220428.98,221.059,220428.98,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2021-02-23|2024-02-01,1004.09,213.084,213955.51,213.084,213955.51,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,NULL,7125637152198790,998.86,213.192,212948.96,213.192,212948.96,BRL,2026-08-20,2026-08-20 09:49:40,"[due_date:missing, indexer:missing, isin_code:missing, issue_date:missing, issuer_cnpj:missing, natural_key:missing, purchase_date:missing]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2025-11-21|2028-11-01,998.18,210.829,210445.29,210.829,210445.29,BRL,2026-08-20,2026-08-20 09:49:40,"[movements:incomplete, purchase_date:missing]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCI,BRBANKLCI2A2|30306294000145|2025-06-12|2028-06-01,1009.26,205.769,207674.42,205.769,207674.42,BRL,2026-08-20,2026-08-20 09:49:40,[]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2026-02-12|2029-02-01,1006.41,205.437398,206754.25,232.912,234404.97,BRL,2026-08-20,2026-08-20 09:49:40,[quantity_reported:stale]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,credit_fixed_incomes,OMEGA ENERGIA S.A.,BRDEBSEC01A1|09149503000106|2029-06-15,995.54,206.945,206022.03,206.945,206021.2,BRL,2026-08-20,2026-08-20 09:49:40,[movements:incomplete]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2022-05-09|2025-05-01,996.13,206.711,205911.03,9900.0,205911.03,BRL,2026-08-20,2026-08-20 09:49:40,"[gross:not_quantity_times_price, holding:matured, quantity_reported:stale]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB1A1|18236120000158|2024-03-27|2027-03-01,997.45,204.861,204338.6,204.861,204338.6,BRL,2026-08-20,2026-08-20 09:49:40,[]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2024-12-04|2027-12-01,990.82,204.661,202782.21,204.661,202782.21,BRL,2026-08-20,2026-08-20 09:49:40,[movements:incomplete]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,variable_incomes,NULL,5730808644083590,62.28,3240.0,201787.2,3240.0,201779.1,BRL,2026-08-20,2026-08-20 09:49:40,"[isin_code:missing, natural_key:missing, ticker:missing]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCI,BRBANKLCI2A2|30306294000145|2025-11-30|2028-11-01,1000.29,199.727,199784.92,199.727,199784.92,BRL,2026-08-20,2026-08-20 09:49:40,[]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2022-06-08|2025-06-01,992.42,196.325,194836.86,196.325,194836.86,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB1A1|18236120000158|2020-08-09|2023-08-01,998.62,192.228,191962.73,192.228,191962.73,BRL,2026-08-20,2026-08-20 09:49:40,"[holding:matured, movements:incomplete]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2023-11-10|2026-11-01,1009.33,189.95,191722.23,189.95,191722.23,BRL,2026-08-20,2026-08-20 09:49:40,[movements:incomplete]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCI,BRBANKLCI2A2|30306294000145|2023-04-21|2026-04-01,995.76,191.303,190491.88,191.303,0.0,BRL,2026-08-20,2026-08-20 09:49:40,"[gross:not_quantity_times_price, net:above_gross]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB0A0|30680829000143|2025-03-01|2028-03-01,999.93,189.646044,189632.77,154.923,154912.16,BRL,2026-08-20,2026-08-20 09:49:40,[quantity_reported:stale]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB1A1|18236120000158|2025-02-08|2028-02-01,1001.13,185.868,186078.03,185.868,186078.03,BRL,2026-08-20,2026-08-20 09:49:40,[]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2019-10-31|2022-10-01,993.34,184.584,183354.67,184.584,183354.67,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,Nubank,00000000000001,495fc091-d764-5a72-8f9b-708ae74cbe45,bank_fixed_incomes,NULL,b8e7d82a-d4fd-52e3-8b0a-124892018984,990.07,184.314,182483.76,184.314,182483.76,BRL,2026-08-20,2026-08-20 10:29:53,"[due_date:missing, indexer:missing, isin_code:missing, issue_date:missing, issuer_cnpj:missing, movements:incomplete, natural_key:missing, purchase_date:missing]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB0A0|30680829000143|2026-01-27|2029-01-01,1009.86,180.412,182190.86,180.412,182190.86,BRL,2026-08-20,2026-08-20 09:49:40,[]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2024-07-07|2027-07-01,1008.79,178.19,179756.29,178.19,179756.29,BRL,2026-08-20,2026-08-20 09:49:40,[movements:incomplete]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2025-07-21|2028-07-01,991.55,179.703089,178184.6,107.748,106837.53,BRL,2026-08-20,2026-08-20 09:49:40,[quantity_reported:stale]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2024-07-23|2027-07-01,1007.33,173.889,175163.61,173.889,175163.61,BRL,2026-08-20,2026-08-20 09:49:40,[]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,Nubank,00000000000001,495fc091-d764-5a72-8f9b-708ae74cbe45,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2020-08-12|2023-08-01,999.47,174.799,174706.36,174.799,174706.36,BRL,2026-08-20,2026-08-20 10:29:53,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCI,BRBANKLCI2A2|30306294000145|2022-12-31|2025-12-01,995.46,173.154,172367.88,173.154,172367.88,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2021-12-25|2024-12-01,1008.11,169.842,171219.42,169.842,171219.42,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,credit_fixed_incomes,LOCALIZA RENT A CAR SA,BRDEBSEC07A7|16670085000155|2027-06-15,988.59,172.137934,170173.84,164.469,162592.08,BRL,2026-08-20,2026-08-20 09:49:40,[quantity_reported:stale]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2020-08-18|2023-08-01,998.08,169.955,169628.69,169.955,169628.69,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2024-05-28|2027-05-01,1005.42,165.896425,166795.58,228.732,229971.73,BRL,2026-08-20,2026-08-20 09:49:40,[quantity_reported:stale]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2026-04-25|2029-04-01,1003.99,163.533,164185.5,163.533,164185.5,BRL,2026-08-20,2026-08-20 09:49:40,[movements:incomplete]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2022-02-04|2025-02-01,1001.78,161.98,162268.32,161.98,162268.32,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCI,BRBANKLCI2A2|30306294000145|2020-11-11|2023-11-01,1009.36,156.661,158127.35,156.661,158127.35,BRL,2026-08-20,2026-08-20 09:49:40,"[holding:matured, movements:incomplete]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2022-12-17|2025-12-01,996.55,157.614,157070.23,157.614,157070.23,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCI,BRBANKLCI2A2|30306294000145|2025-05-13|2028-05-01,996.37,154.664103,154102.67,148.724,148184.13,BRL,2026-08-20,2026-08-20 09:49:40,[quantity_reported:stale]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2021-12-30|2024-12-01,1008.32,149.325,150567.38,149.325,150567.38,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2022-07-14|2025-07-01,990.19,149.325897,147861.01,117.318,116167.11,BRL,2026-08-20,2026-08-20 09:49:40,"[financial_transaction_tax:placeholder, holding:matured, quantity_reported:stale]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2023-01-30|2026-01-01,990.18,147.601947,146152.5,154.552,153034.3,BRL,2026-08-20,2026-08-20 09:49:40,"[holding:matured, quantity_reported:stale]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2020-09-09|2023-09-01,1008.02,144.872625,146034.5,165.624,166952.3,BRL,2026-08-20,2026-08-20 09:49:40,"[holding:matured, quantity_reported:stale]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB0A0|92894922000108|2025-08-21|2028-08-01,991.67,146.868144,145644.73,110.617,109695.56,BRL,2026-08-20,2026-08-20 09:49:40,[quantity_reported:stale]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,variable_incomes,WEGE3,WEGE3,40.4693,3529.0,142816.2,3529.0,142817.18,BRL,2026-08-20,2026-08-20 09:49:40,[investment_id:multiple]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2024-05-08|2027-05-01,1005.68,141.193,141994.98,141.193,141994.98,BRL,2026-08-20,2026-08-20 09:49:40,[]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2024-07-15|2027-07-01,992.82,141.153368,140139.89,246.022,244255.56,BRL,2026-08-20,2026-08-20 09:49:40,"[purchase_date:missing, quantity_reported:stale]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2022-12-21|2025-12-01,1001.18,137.547,137709.31,137.547,137709.31,BRL,2026-08-20,2026-08-20 09:49:40,[holding:matured]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,treasure_titles,Tesouro IPCA+ 2029,Tesouro IPCA+ 2029,990.4,137.21,135892.78,184.28,182510.91,BRL,2026-08-20,2026-08-20 09:49:40,[quantity_reported:stale]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2025-09-21|2028-09-01,1002.6,134.912,135262.77,134.912,135262.77,BRL,2026-08-20,2026-08-20 09:49:40,"[movements:incomplete, purchase_date:missing]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2022-06-23|2025-06-01,1004.86,133.757741,134407.8,163.999,164796.04,BRL,2026-08-20,2026-08-20 09:49:40,"[holding:matured, quantity_reported:stale]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,variable_incomes,NULL,7566321666418446,40.0,3248.0,129920.0,2729.0,109151.27,BRL,2026-08-20,2026-08-20 09:49:40,"[isin_code:missing, natural_key:missing, quantity_reported:stale, ticker:missing]"
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2026-03-26|2029-03-01,1003.52,128.206,128657.29,128.206,128657.29,BRL,2026-08-20,2026-08-20 09:49:40,[purchase_date:missing]
11cc5703-4e06-5fb6-b1e9-c444f749d74c,BTG Banking,00000000000004,ccdc8073-a0e3-5799-992d-9af6310ba197,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2021-04-13|2024-04-01,1008.42,126.643464,127709.8,193.23,194857.0,BRL,2026-08-20,2026-08-20 09:49:40,"[holding:matured, quantity_reported:stale]"
