party_id,month_date,net_flow,cumulative_net_flow
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2021-11-01,333608.0,8060316.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2021-12-01,757170.0,8817486.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-01-01,419830.0,9237316.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-02-01,161980.0,9399296.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-03-01,538306.0,9937602.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-04-01,45862.0,9983464.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-05-01,642499.0,10625963.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-06-01,554035.0,11179998.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-07-01,388159.0,11568157.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-08-01,118398.0,11686555.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-09-01,61482.0,11748037.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-10-01,179417.0,11927454.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-11-01,237590.0,12165044.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2022-12-01,710629.0,12875673.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2023-01-01,450751.0,13326424.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2023-02-01,69479.0,13395903.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2023-03-01,60517.5,13456420.5
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2023-04-01,775247.0,14231667.5
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2023-05-01,103488.0,14335155.5
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2023-06-01,830969.0,15166124.5
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2023-07-01,92886.0,15259010.5
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2023-08-01,499993.5,15759004.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2023-09-01,348455.0,16107459.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2023-11-01,327287.5,16434746.5
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2024-01-01,365709.0,16800455.5
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2024-02-01,340432.5,17140888.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2024-03-01,817938.0,17958826.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2024-04-01,535755.0,18494581.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2024-05-01,487144.0,18981725.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2024-06-01,341742.0,19323467.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2024-07-01,741149.0,20064616.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2024-09-01,214005.0,20278621.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2024-10-01,214823.0,20493444.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2024-11-01,179775.0,20673219.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2024-12-01,308559.0,20981778.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-01-01,388825.5,21370603.5
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-02-01,315285.5,21685889.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-03-01,517451.0,22203340.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-04-01,353185.0,22556525.0
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-05-01,320809.5,22877334.5
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-06-01,431394.0,23308728.5
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-07-01,342598.0,23651326.5
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-08-01,90716.98,23742043.48
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-09-01,267209.64,24009253.12
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-10-01,354522.49,24363775.6
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-11-01,-618456.49,23745319.11
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2025-12-01,-336954.01,23408365.11
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2026-01-01,82933.73,23491298.83
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2026-02-01,406007.85,23897306.69
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2026-03-01,-340876.65,23556430.03
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2026-04-01,-327097.68,23229332.35
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2026-05-01,-547230.53,22682101.82
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2026-06-01,-158089.17,22524012.66
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2026-07-01,-444773.9,22079238.76
11cc5703-4e06-5fb6-b1e9-c444f749d74c,2026-08-01,-357507.15,21721731.61
